nombre,principio,forma,tipo
ACIDO ACETILSALICILICO 350 mg + CAFEINA 15 mg comprimido,ACIDO ACETILSALICILICO,comprimido,pastilla
ACIDO ACETILSALICILICO 350 mg + CAFEINA 40 mg + PARACETAMOL 150 mg comprimido,ACIDO ACETILSALICILICO,comprimido,pastilla
ACIDO ACETILSALICILICO 40 mg + ALFA-TOCOFEROL (acetato) 200 UI comprimido masticable,ACIDO ACETILSALICILICO,comprimido masticable,pastilla
ACIDO ACETILSALICILICO 400 mg + ACIDO ASCORBICO 240 mg comprimido efervescente,ACIDO ACETILSALICILICO,comprimido efervescente,pastilla
ACIDO ACETILSALICILICO 400 mg + ACIDO ASCORBICO 240 mg granulado efervescente en sobre,ACIDO ACETILSALICILICO,granulado efervescente en sobre,pastilla
ACIDO ACETILSALICILICO 400 mg + CAFEINA 32 mg comprimido,ACIDO ACETILSALICILICO,comprimido,pastilla
"ACIDO ACETILSALICILICO 400 mg + CAFEINA 50 mg + CODEINA FOSFATO 7,5 mg comprimido",ACIDO ACETILSALICILICO,comprimido,pastilla
"ACIDO ACETILSALICILICO 400 mg + CAFEINA 50 mg + CODEINA FOSFATO 7,5 mg supositorio",ACIDO ACETILSALICILICO,supositorio,pastilla
"ACIDO ACETILSALICILICO 400 mg + CAFEINA 50 mg + CODEINA FOSFATO 9,6 mg comprimido",ACIDO ACETILSALICILICO,comprimido,pastilla
"ACIDO ACETILSALICILICO 400 mg + CAFEINA 50 mg + CODEINA FOSFATO 9,6 mg supositorio",ACIDO ACETILSALICILICO,supositorio,pastilla
ACIDO ACETILSALICILICO 400 mg + CAFEINA 50 mg + ERGOTAMINA TARTRATO 1 mg comprimido,ACIDO ACETILSALICILICO,comprimido,pastilla
ACIDO ACETILSALICILICO 400 mg + CAFEINA 50 mg comprimido,ACIDO ACETILSALICILICO,comprimido,pastilla
ACIDO ACETILSALICILICO 400 mg + CAFEINA 92 mg + PARACETAMOL 400 mg supositorio,ACIDO ACETILSALICILICO,supositorio,pastilla
ACIDO ACETILSALICILICO 400 mg comprimido masticable,ACIDO ACETILSALICILICO,comprimido masticable,pastilla
ACIDO ACETILSALICILICO 475 mg + CAFEINA 25 mg comprimido,ACIDO ACETILSALICILICO,comprimido,pastilla
ACIDO ACETILSALICILICO 50 mg comprimido,ACIDO ACETILSALICILICO,comprimido,pastilla
ACIDO ACETILSALICILICO 500 mg + ACIDO ASCORBICO 100 mg + CAFEINA 50 mg comprimido,ACIDO ACETILSALICILICO,comprimido,pastilla
"ACIDO ACETILSALICILICO 500 mg + ACIDO ASCORBICO 100 mg + CAFEINA 9,15 mg comprimido",ACIDO ACETILSALICILICO,comprimido,pastilla
ACIDO ACETILSALICILICO 500 mg + ACIDO ASCORBICO 150 mg + CAFEINA 50 mg comprimido efervescente,ACIDO ACETILSALICILICO,comprimido efervescente,pastilla
ACIDO ACETILSALICILICO 500 mg + ACIDO ASCORBICO 200 mg comprimido efervescente,ACIDO ACETILSALICILICO,comprimido efervescente,pastilla
ACIDO ACETILSALICILICO 500 mg + ACIDO ASCORBICO 200 mg granulado en sobre,ACIDO ACETILSALICILICO,granulado en sobre,pastilla
ACIDO ACETILSALICILICO 500 mg + ACIDO ASCORBICO 250 mg + CODEINA FOSFATO 10 mg comprimido efervescente,ACIDO ACETILSALICILICO,comprimido efervescente,pastilla
ACIDO ACETILSALICILICO 500 mg + ACIDO ASCORBICO 250 mg comprimido efervescente,ACIDO ACETILSALICILICO,comprimido efervescente,pastilla
ACIDO ACETILSALICILICO 500 mg + ACIDO ASCORBICO 300 mg comprimido efervescente,ACIDO ACETILSALICILICO,comprimido efervescente,pastilla
ACIDO ACETILSALICILICO 500 mg + CAFEINA 30 mg + GLICINA 250 mg comprimido masticable,ACIDO ACETILSALICILICO,comprimido masticable,pastilla
ACIDO ACETILSALICILICO 500 mg + CAFEINA 30 mg comprimido,ACIDO ACETILSALICILICO,comprimido,pastilla
ACIDO ACETILSALICILICO 500 mg + CAFEINA 40 mg comprimido,ACIDO ACETILSALICILICO,comprimido,pastilla
ACIDO ACETILSALICILICO 500 mg + CAFEINA 50 mg + CODEINA FOSFATO 20 mg comprimido,ACIDO ACETILSALICILICO,comprimido,pastilla
ACIDO ACETILSALICILICO 500 mg + CAFEINA 50 mg + TIAMINA CLORHIDRATO 2 mg comprimido,ACIDO ACETILSALICILICO,comprimido,pastilla
ACIDO ACETILSALICILICO 500 mg + CAFEINA 50 mg comprimido,ACIDO ACETILSALICILICO,comprimido,pastilla
ACIDO ACETILSALICILICO 500 mg + CAFEINA 50 mg comprimido efervescente,ACIDO ACETILSALICILICO,comprimido efervescente,pastilla
"ACIDO ACETILSALICILICO 500 mg + CLORFENAMINA MALEATO 2 mg + FENILEFRINA BITARTRATO 15,58 mg granulado efervescente",ACIDO ACETILSALICILICO,granulado efervescente,pastilla
"ACIDO ACETILSALICILICO 500 mg + CLORFENAMINA MALEATO 2 mg + FENILEFRINA CLORHIDRATO 7,5 mg comprimido efervescente",ACIDO ACETILSALICILICO,comprimido efervescente,pastilla
"ACIDO ACETILSALICILICO 500 mg + CLORFENAMINA MALEATO 2 mg + FENILEFRINA CLORHIDRATO 7,5 mg granulado efervescente",ACIDO ACETILSALICILICO,granulado efervescente,pastilla
ACIDO ACETILSALICILICO 500 mg + CODEINA FOSFATO 8 mg comprimido dispersable,ACIDO ACETILSALICILICO,comprimido dispersable,pastilla
ACIDO ACETILSALICILICO 500 mg + GLICINA 250 mg comprimido dispersable,ACIDO ACETILSALICILICO,comprimido dispersable,pastilla
ACIDO ACETILSALICILICO 500 mg + METOCARBAMOL 400 mg comprimido,ACIDO ACETILSALICILICO,comprimido,pastilla
ACIDO ACETILSALICILICO 500 mg comprimido,ACIDO ACETILSALICILICO,comprimido,pastilla
ACIDO ACETILSALICILICO 500 mg comprimido dispersable,ACIDO ACETILSALICILICO,comprimido dispersable,pastilla
ACIDO ACETILSALICILICO 500 mg comprimido efervescente,ACIDO ACETILSALICILICO,comprimido efervescente,pastilla
ACIDO ACETILSALICILICO 500 mg comprimido gastrorresistente,ACIDO ACETILSALICILICO,comprimido gastrorresistente,pastilla
ACIDO ACETILSALICILICO 500 mg comprimido masticable,ACIDO ACETILSALICILICO,comprimido masticable,pastilla
ACIDO ACETILSALICILICO 500 mg granulado en sobre,ACIDO ACETILSALICILICO,granulado en sobre,pastilla
ACIDO ACETILSALICILICO 600 mg + ACIDO ASCORBICO 200 mg comprimido efervescente,ACIDO ACETILSALICILICO,comprimido efervescente,pastilla
ACIDO ACETILSALICILICO 650 mg + CAFEINA 65 mg comprimido,ACIDO ACETILSALICILICO,comprimido,pastilla
ACIDO ACETILSALICILICO 650 mg comprimido,ACIDO ACETILSALICILICO,comprimido,pastilla
ACIDO ACETILSALICILICO 650 mg comprimido de liberación prolongada,ACIDO ACETILSALICILICO,comprimido de liberación prolongada,pastilla
ACIDO ACETILSALICILICO 75 mg + CLOPIDOGREL (hidrogenosulfato) 75 mg comprimido,ACIDO ACETILSALICILICO,comprimido,pastilla
ACIDO ACETILSALICILICO 75 mg comprimido,ACIDO ACETILSALICILICO,comprimido,pastilla
ACIDO ACETILSALICILICO 75 mg comprimido gastrorresistente,ACIDO ACETILSALICILICO,comprimido gastrorresistente,pastilla
ACIDO ACETILSALICILICO 80 mg comprimido dispersable,ACIDO ACETILSALICILICO,comprimido dispersable,pastilla
ACIDO ACETILSALICILICO 80 mg comprimido gastrorresistente,ACIDO ACETILSALICILICO,comprimido gastrorresistente,pastilla
ACIDO ACETILSALICILICO 800 mg + ACIDO ASCORBICO 480 mg comprimido efervescente,ACIDO ACETILSALICILICO,comprimido efervescente,pastilla
ACIDO ACETILSALICILICO 81 mg + ESOMEPRAZOL (magnésico) 20 mg cápsula dura (gránulos gastrorresistentes),ACIDO ACETILSALICILICO,cápsula dura (gránulos gastrorresistentes),pastilla
ACIDO ACETILSALICILICO 81 mg + PRAVASTATINA SODICA 40 mg comprimido,ACIDO ACETILSALICILICO,comprimido,pastilla
ACIDO ACETILSALICILICO 81 mg comprimido,ACIDO ACETILSALICILICO,comprimido,pastilla
ACIDO ACETILSALICILICO 81 mg comprimido efervescente,ACIDO ACETILSALICILICO,comprimido efervescente,pastilla
ACIDO ACETILSALICILICO 81 mg comprimido gastrorresistente,ACIDO ACETILSALICILICO,comprimido gastrorresistente,pastilla
ACIDO ACETILSALICILICO 81 mg comprimido masticable,ACIDO ACETILSALICILICO,comprimido masticable,pastilla
ACIDO ACETOHIDROXAMICO 125 mg cápsula dura,ACIDO ACETOHIDROXAMICO,cápsula dura,pastilla
ACIDO ACETOHIDROXAMICO 250 mg cápsula dura,ACIDO ACETOHIDROXAMICO,cápsula dura,pastilla
ACIDO ALENDRONICO (sódico) 10 mg comprimido,ACIDO ALENDRONICO (sódico),comprimido,pastilla
ACIDO ALENDRONICO (sódico) 35 mg comprimido,ACIDO ALENDRONICO (sódico),comprimido,pastilla
ACIDO ALENDRONICO (sódico) 5 mg comprimido,ACIDO ALENDRONICO (sódico),comprimido,pastilla
ACIDO ALENDRONICO (sódico) 70 mg + COLECALCIFEROL 2.800 UI comprimido,ACIDO ALENDRONICO (sódico),comprimido,pastilla
ACIDO ALENDRONICO (sódico) 70 mg + COLECALCIFEROL 5.600 UI comprimido,ACIDO ALENDRONICO (sódico),comprimido,pastilla
ACIDO ALENDRONICO (sódico) 70 mg comprimido,ACIDO ALENDRONICO (sódico),comprimido,pastilla
ACIDO ALENDRONICO (sódico) 70 mg comprimido efervescente,ACIDO ALENDRONICO (sódico),comprimido efervescente,pastilla
ACIDO ALENDRONICO (sódico) 70 mg cápsula dura,ACIDO ALENDRONICO (sódico),cápsula dura,pastilla
ACIDO ALENDRONICO (sódico) 70 mg/100 ml solución oral,ACIDO ALENDRONICO (sódico),solución oral,ml
ACIDO ALGINICO 200 mg + ALUMINIO HIDROXIDO 30 mg + MAGNESIO CARBONATO 40 mg + SILICE 130 mg comprimido masticable,ACIDO ALGINICO,comprimido masticable,pastilla
ACIDO ALGINICO 500 mg/g + ALUMINIO HIDROXIDO 100 mg/g + BICARBONATO SODICO 170 mg/g polvo oral,ACIDO ALGINICO,polvo oral,pastilla
ACIDO AMINOCAPROICO 200 mg/ml solución para perfusión,ACIDO AMINOCAPROICO,solución para perfusión,ml
ACIDO AMINOCAPROICO 250 mg/ml solución para perfusión,ACIDO AMINOCAPROICO,solución para perfusión,ml
ACIDO AMINOCAPROICO 3 g polvo para solución oral en sobre,ACIDO AMINOCAPROICO,polvo para solución oral en sobre,ml
"ACIDO AMINOCAPROICO 3,57 % colirio en solución",ACIDO AMINOCAPROICO,colirio en solución,ml
ACIDO AMINOCAPROICO 4 g solución oral e inyectable,ACIDO AMINOCAPROICO,solución oral e inyectable,ml
ACIDO AMINOLEVULINICO (hidrocloruro) 78 mg/g gel,ACIDO AMINOLEVULINICO (hidrocloruro),gel,otro
ACIDO AMINOLEVULINICO (hidrocloruro) 8 mg parche medicamentoso,ACIDO AMINOLEVULINICO (hidrocloruro),parche medicamentoso,pastilla
ACIDO AMINOLEVULINICO HIDROCLORURO 30 mg/ml polvo para solución oral,ACIDO AMINOLEVULINICO HIDROCLORURO,polvo para solución oral,ml
ACIDO ASCORBICO (magnésico) 300 mg/10 ml + CITROFLAVONOIDES 400 mg/10 ml solución oral,ACIDO ASCORBICO (magnésico),solución oral,ml
ACIDO ASCORBICO 1 g + CALCIO GLUBIONATO 260 mg comprimido efervescente,ACIDO ASCORBICO,comprimido efervescente,pastilla
ACIDO ASCORBICO 1 g + HIDROXOCOBALAMINA 500 µg granulado efervescente en sobre,ACIDO ASCORBICO,granulado efervescente en sobre,pastilla
ACIDO ASCORBICO 1 g + ZINC (citrato) 10 mg comprimido efervescente,ACIDO ASCORBICO,comprimido efervescente,pastilla
ACIDO ASCORBICO 1 g comprimido,ACIDO ASCORBICO,comprimido,pastilla
ACIDO ASCORBICO 1 g comprimido efervescente,ACIDO ASCORBICO,comprimido efervescente,pastilla
ACIDO ASCORBICO 1 g comprimido masticable,ACIDO ASCORBICO,comprimido masticable,pastilla
ACIDO ASCORBICO 1 g granulado para solución oral en sobre,ACIDO ASCORBICO,granulado para solución oral en sobre,ml
ACIDO ASCORBICO 1 g/5 ml solución inyectable,ACIDO ASCORBICO,solución inyectable,ml
"ACIDO ASCORBICO 100 mg + ALCOHOL DICLOROBENCILICO 1,2 mg + AMILMETACRESOL 0,6 mg pastilla para chupar",ACIDO ASCORBICO,pastilla para chupar,pastilla
ACIDO ASCORBICO 100 mg + CIPROFLOXACINO (hidrocloruro) 500 mg comprimido,ACIDO ASCORBICO,comprimido,pastilla
"ACIDO ASCORBICO 100 mg + CLORFENAMINA MALEATO 3,2 mg + PARACETAMOL 240 mg cápsula dura",ACIDO ASCORBICO,cápsula dura,pastilla
ACIDO ASCORBICO 100 mg + CLORFENAMINA MALEATO 4 mg + PARACETAMOL 500 mg polvo para solución oral en sobre,ACIDO ASCORBICO,polvo para solución oral en sobre,ml
ACIDO ASCORBICO 100 mg + FRAGON EXTRACTO 150 mg + HESPERIDINA METILCHALCONA 150 mg cápsula dura,ACIDO ASCORBICO,cápsula dura,pastilla
"ACIDO ASCORBICO 100 mg + LORATADINA 2,5 mg + PARACETAMOL 200 mg comprimido",ACIDO ASCORBICO,comprimido,pastilla
ACIDO ASCORBICO 100 mg + PARACETAMOL 280 mg + FENIRAMINA MALEATO 10 mg granulado para solución oral en sobre,ACIDO ASCORBICO,granulado para solución oral en sobre,ml
ACIDO ASCORBICO 100 mg comprimido,ACIDO ASCORBICO,comprimido,pastilla
ACIDO ASCORBICO 100 mg comprimido masticable,ACIDO ASCORBICO,comprimido masticable,pastilla
ACIDO ASCORBICO 100 mg/ml gotas orales en solución,ACIDO ASCORBICO,gotas orales en solución,ml
ACIDO ASCORBICO 100 mg/ml solución para perfusión,ACIDO ASCORBICO,solución para perfusión,ml
ACIDO ASCORBICO 120 mg + RUTOSIDO 60 mg comprimido,ACIDO ASCORBICO,comprimido,pastilla
ACIDO ASCORBICO 125 mg/ml + COLECALCIFEROL 1.800 UI/ml + RETINOL PALMITATO 9.000 UI/ml gotas orales en solución,ACIDO ASCORBICO,gotas orales en solución,ml
"ACIDO ASCORBICO 125 mg/ml + ERGOCALCIFEROL 1,667 UI/ml + RETINOL PALMITATO 8,333 UI/ml solución oral",ACIDO ASCORBICO,solución oral,ml
ACIDO ASCORBICO 150 mg + PARACETAMOL 500 mg comprimido efervescente,ACIDO ASCORBICO,comprimido efervescente,pastilla
ACIDO ASCORBICO 2 % colirio en solución,ACIDO ASCORBICO,colirio en solución,ml
ACIDO ASCORBICO 2 g comprimido efervescente,ACIDO ASCORBICO,comprimido efervescente,pastilla
ACIDO ASCORBICO 20 mg/ml + PIDOLATO DEANOL 10 mg/ml + P-AMINOBENZOATO MAGNESICO 30 mg/ml solución oral,ACIDO ASCORBICO,solución oral,ml
ACIDO ASCORBICO 200 mg + CLORFENAMINA MALEATO 4 mg + PARACETAMOL 500 mg polvo para solución oral en sobre,ACIDO ASCORBICO,polvo para solución oral en sobre,ml
ACIDO ASCORBICO 200 mg + PARACETAMOL 330 mg comprimido efervescente,ACIDO ASCORBICO,comprimido efervescente,pastilla
ACIDO ASCORBICO 200 mg + PARACETAMOL 500 mg + FENIRAMINA MALEATO 25 mg granulado para solución oral en sobre,ACIDO ASCORBICO,granulado para solución oral en sobre,ml
ACIDO ASCORBICO 200 mg + PARACETAMOL 500 mg + FENIRAMINA MALEATO 25 mg polvo para solución oral en sobre,ACIDO ASCORBICO,polvo para solución oral en sobre,ml
ACIDO ASCORBICO 200 mg + PARACETAMOL 500 mg comprimido efervescente,ACIDO ASCORBICO,comprimido efervescente,pastilla
ACIDO ASCORBICO 200 mg comprimido,ACIDO ASCORBICO,comprimido,pastilla
ACIDO ASCORBICO 200 mg/5 ml + PIDOLATO DEANOL 100 mg/5 ml + MAGNESIO (p-aminobenzoato) 25 mg/5 ml solución oral,ACIDO ASCORBICO,solución oral,ml
ACIDO ASCORBICO 200 mg/ml gotas orales en solución,ACIDO ASCORBICO,gotas orales en solución,ml
ACIDO ASCORBICO 225 mg comprimido efervescente,ACIDO ASCORBICO,comprimido efervescente,pastilla
ACIDO ASCORBICO 250 mg + BICARBONATO POTASICO 1.001 mg comprimido efervescente,ACIDO ASCORBICO,comprimido efervescente,pastilla
ACIDO ASCORBICO 250 mg + CITROFLAVONOIDES 350 mg comprimido,ACIDO ASCORBICO,comprimido,pastilla
ACIDO ASCORBICO 250 mg + PARACETAMOL 500 mg + PSEUDOEFEDRINA (sulfato) 30 mg polvo para solución oral,ACIDO ASCORBICO,polvo para solución oral,ml
ACIDO ASCORBICO 250 mg + PARACETAMOL 500 mg polvo para solución oral,ACIDO ASCORBICO,polvo para solución oral,ml
ACIDO ASCORBICO 250 mg comprimido vaginal,ACIDO ASCORBICO,comprimido vaginal,pastilla
ACIDO ASCORBICO 250 mg cápsula dura,ACIDO ASCORBICO,cápsula dura,pastilla
ACIDO ASCORBICO 30 mg + CONDROITIN SULFATO 10 mg + GLUCOSAMINA SULFATO 450 mg cápsula dura,ACIDO ASCORBICO,cápsula dura,pastilla
ACIDO ASCORBICO 30 mg + HIERRO (sulfato ferroso) 50 mg comprimido,ACIDO ASCORBICO,comprimido,pastilla
ACIDO ASCORBICO 30 mg + HIERRO (sulfato ferroso) 50 mg cápsula dura,ACIDO ASCORBICO,cápsula dura,pastilla
ACIDO ASCORBICO 30 mg/ml + ERGOCALCIFEROL 400 UI/ml + RETINOL PALMITATO 5.000 UI/ml solución oral,ACIDO ASCORBICO,solución oral,ml
"ACIDO ASCORBICO 33,5 mg + ALCOHOL DICLOROBENCILICO 1,2 mg + AMILMETACRESOL 0,6 mg + ACIDO ASCORBICO (sódico) 74,9 mg pastilla para chupar",ACIDO ASCORBICO,pastilla para chupar,pastilla
ACIDO ASCORBICO 400 mg + FRAGON EXTRACTO 80 mg + HESPERIDINA METILCHALCONA 200 mg comprimido,ACIDO ASCORBICO,comprimido,pastilla
ACIDO ASCORBICO 50 mg + ALFA-TOCOFEROL ACETATO 5 mg + ERGOCALCIFEROL 1.000 UI + RETINOL 3.000 UI solución oral,ACIDO ASCORBICO,solución oral,ml
"ACIDO ASCORBICO 50 mg + BENZOCAINA 2 mg + DECUALINIO CLORURO 0,2 mg + TIROTRICINA 1 mg pastilla para chupar",ACIDO ASCORBICO,pastilla para chupar,pastilla
ACIDO ASCORBICO 50 mg + PARACETAMOL 250 mg + PSEUDOEFEDRINA CLORHIDRATO 30 mg comprimido,ACIDO ASCORBICO,comprimido,pastilla
ACIDO ASCORBICO 50 mg + QUININA BISULFATO 40 mg comprimido,ACIDO ASCORBICO,comprimido,pastilla
"ACIDO ASCORBICO 50 mg/0,6 ml solución oral",ACIDO ASCORBICO,solución oral,ml
ACIDO ASCORBICO 50 mg/ml + COLECALCIFEROL 667 UI/ml + RETINOL PALMITATO 2.500 UI/ml gotas orales en solución,ACIDO ASCORBICO,gotas orales en solución,ml
"ACIDO ASCORBICO 500 mg + ACIDO ASPARTICO 350 mg + BICARBONATO POTASICO 2.502,5 mg comprimido efervescente",ACIDO ASCORBICO,comprimido efervescente,pastilla
ACIDO ASCORBICO 500 mg + ACIDO FOLICO 800 µg + HIERRO (sulfato ferroso) 105 mg comprimido de liberación modificada,ACIDO ASCORBICO,comprimido de liberación modificada,pastilla
ACIDO ASCORBICO 500 mg + ALFA-TOCOFEROL ACETATO 400 UI cápsula blanda,ACIDO ASCORBICO,cápsula blanda,pastilla
"ACIDO ASCORBICO 500 mg + ASPARTATO ARGININA 1,5 g comprimido efervescente",ACIDO ASCORBICO,comprimido efervescente,pastilla
"ACIDO ASCORBICO 500 mg + ASPARTATO ARGININA 1,5 g comprimido masticable",ACIDO ASCORBICO,comprimido masticable,pastilla
ACIDO ASCORBICO 500 mg + CAFEINA 50 mg + GLUCURONAMIDA 400 mg comprimido efervescente,ACIDO ASCORBICO,comprimido efervescente,pastilla
ACIDO ASCORBICO 500 mg + CODEINA FOSFATO 10 mg + PARACETAMOL 650 mg granulado para solución oral en sobre,ACIDO ASCORBICO,granulado para solución oral en sobre,ml
ACIDO ASCORBICO 500 mg + HIERRO (sulfato ferroso) 105 mg comprimido,ACIDO ASCORBICO,comprimido,pastilla
ACIDO ASCORBICO 500 mg comprimido,ACIDO ASCORBICO,comprimido,pastilla
ACIDO ASCORBICO 500 mg comprimido masticable,ACIDO ASCORBICO,comprimido masticable,pastilla
ACIDO ASCORBICO 500 mg comprimido para chupar,ACIDO ASCORBICO,comprimido para chupar,pastilla
ACIDO ASCORBICO 500 mg cápsula dura,ACIDO ASCORBICO,cápsula dura,pastilla
ACIDO ASCORBICO 500 mg cápsula dura de liberación prolongada,ACIDO ASCORBICO,cápsula dura de liberación prolongada,pastilla
"ACIDO ASCORBICO 500 mg/5 ml + ASPARTATO ARGININA 1,5 g/5 ml solución oral",ACIDO ASCORBICO,solución oral,ml
"ACIDO ASCORBICO 52,5 mg + CLORHEXIDINA GLUCONATO 3 mg + TETRACAINA CLORHIDRATO 0,2 mg comprimido para chupar",ACIDO ASCORBICO,comprimido para chupar,pastilla
ACIDO ASCORBICO 60 mg comprimido masticable,ACIDO ASCORBICO,comprimido masticable,pastilla
"ACIDO ASCORBICO 7,5 mg/g + ASCORBATO CALCICO 75 mg/g granulado",ACIDO ASCORBICO,granulado,pastilla
ACIDO ASCORBICO 75 mg/ml + COLECALCIFEROL 400 UI/ml + RETINOL 2.500 UI/ml gotas orales en solución,ACIDO ASCORBICO,gotas orales en solución,ml
ACIDO ASCORBICO 750 mg comprimido,ACIDO ASCORBICO,comprimido,pastilla
"ACIDO ASCORBICO 80 mg + CETILPIRIDINIO CLORURO 1,5 mg + LIDOCAINA CLORHIDRATO 2 mg pastilla para chupar",ACIDO ASCORBICO,pastilla para chupar,pastilla
ACIDO AZELAICO 15 % gel,ACIDO AZELAICO,gel,otro
ACIDO AZELAICO 20 % crema,ACIDO AZELAICO,crema,otro
ACIDO AZELAICO 20 % solución cutánea,ACIDO AZELAICO,solución cutánea,ml
"ACIDO BENZOICO 0,2 % + EFEDRINA CLORHIDRATO 1 % solución para pulverización nasal",ACIDO BENZOICO,solución para pulverización nasal,ml
ACIDO BENZOICO 1 mg/ml + SODIO FOSFATO MONOBASICO 120 mg/ml + CITRATO SODICO 114 mg/ml solución rectal,ACIDO BENZOICO,solución rectal,ml
"ACIDO BORICO 1,8 % + BORATO SODICO 1,2 % solución para lavado oftamológico en envase unidosis",ACIDO BORICO,solución para lavado oftamológico en envase unidosis,ml
"ACIDO BORICO 1,8 % + BORATO SODICO 1,2 % solución para lavado oftálmico",ACIDO BORICO,solución para lavado oftálmico,ml
ACIDO BORICO 10 % pomada,ACIDO BORICO,pomada,otro
"ACIDO BORICO 2 % + BORATO SODICO 0,4 % solución para lavado oftálmico",ACIDO BORICO,solución para lavado oftálmico,ml
ACIDO BORICO 20 mg/g + RETINOL PALMITATO 6.000 UI/g + ZINC OXIDO 150 mg/g pomada,ACIDO BORICO,pomada,otro
"ACIDO BORICO 3 % + ACIDO SALICILICO 0,5 % + ZINC OXIDO 9,5 % crema",ACIDO BORICO,crema,otro
"ACIDO BORICO 3 % + ACIDO SALICILICO 0,5 % + ZINC OXIDO 9,5 % pasta cutánea",ACIDO BORICO,pasta cutánea,otro
"ACIDO BORICO 3 % + ACIDO SALICILICO 0,5 % + ZINC OXIDO 9,5 % solución cutánea",ACIDO BORICO,solución cutánea,ml
ACIDO CARGLUMICO 200 mg comprimido dispersable,ACIDO CARGLUMICO,comprimido dispersable,pastilla
"ACIDO CITRICO 0,82 g + ACIDO TARTARICO 1,33 g + BICARBONATO SODICO 2,8 g polvo efervescente en sobre",ACIDO CITRICO,polvo efervescente en sobre,pastilla
"ACIDO CITRICO 1 g + POTASIO CITRATO 3,3 g granulado para solución oral en sobre",ACIDO CITRICO,granulado para solución oral en sobre,ml
"ACIDO CITRICO 1,189 g + CITRATO MONOSODICO 1,845 g + POTASIO CITRATO 1,73 g granulado para suspensión oral en sobre",ACIDO CITRICO,granulado para suspensión oral en sobre,ml
